searchTerms,rank,title,snippet,displayLink,link,queryTime,totalResults,cacheId,formattedUrl,htmlFormattedUrl,htmlSnippet,htmlTitle,kind,pagemap,cseName,count,startIndex,inputEncoding,outputEncoding,safe,cx,gl,searchTime,formattedSearchTime,formattedTotalResults
flights to hong kong,1,Cheap Flights to Hong Kong (HKG) from $432 - KAYAK,"Find flights to Hong Kong on United Airlines, Hong Kong Airlines, American 
Airlines and more. Fly round-trip from San Francisco from $432, from San Diego 
from ...",www.kayak.com,https://www.kayak.com/flight-routes/United-States-US0/Hong-Kong-Intl-HKG,2019-07-01 11:26:20.849235+00:00,182000000,W42baDpas_gJ,https://www.kayak.com/flight-routes/United.../Hong-Kong-Intl-HKG,https://www.kayak.com/<b>flight</b>-routes/United.../<b>Hong</b>-<b>Kong</b>-Intl-HKG,"Find <b>flights to Hong Kong</b> on United Airlines, Hong Kong Airlines, American <br>
Airlines and more. Fly round-trip from San Francisco from $432, from San Diego <br>
from&nbsp;...",Cheap <b>Flights to Hong Kong</b> (HKG) from $432 - KAYAK,customsearch#result,"{'cse_thumbnail': [{'width': '284', 'height': '177', 'src': 'https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSSZ0PNtRn_uH0MDDzRX99r7ID1XqmY49y76RJ8srkXLS8ilMc5_SpM-xs'}], 'metatags': [{'viewport': 'width=device-width, initial-scale=1', 'format-detection': 'telephone=no', 'msvalidate.01': 'F474AA342B64B17CDE53F5C5D4C07C7A', 'r9-version': 'R471c', 'r9-built': '20190627.101115', 'r9-rendered': '20190627.121324.EDT', 'og:image': 'https://content.r9cdn.net/rimg/dimg/d5/53/e28a14a6-ap-HKG-5519c319.jpg?width=1200&height=630&crop=true&xhint=2254&yhint=825', 'og:image:width': '1200', 'og:image:height': '630', 'og:title': 'Cheap Flights to Hong Kong (HKG) from $432 - KAYAK', 'og:type': 'website', 'og:description': 'Find flights to Hong Kong on United Airlines, Hong Kong Airlines, American Airlines and more. Fly round-trip from San Francisco from $432, from San Diego from $491, from Honolulu from $494, from Los Angeles from $434, from Las Vegas from $503. Search for Hong Kong flights on KAYAK now to find the best deal.', 'og:url': 'https://www.kayak.com/flight-routes/United-States-US0/Hong-Kong-Intl-HKG', 'og:site_name': 'KAYAK', 'fb:pages': '90811893045', 'twitter:card': 'summary_large_image', 'twitter:site': '@KAYAK', 'twitter:creator': '@KAYAK', 'twitter:title': 'Cheap Flights to Hong Kong (HKG) from $432 - KAYAK', 'twitter:description': 'Find flights to Hong Kong on United Airlines, Hong Kong Airlines, American Airlines and more. Fly round-trip from San Francisco from $432, from San Diego from $491, from Honolulu from $494, from Los Angeles from $434, from Las Vegas from $503. Search for Hong Kong flights on KAYAK now to find the best deal.', 'twitter:image:src': 'https://content.r9cdn.net/rimg/dimg/d5/53/e28a14a6-ap-HKG-5519c319.jpg?width=440&height=220&crop=true&xhint=2254&yhint=825', 'kayak_page': 'flight,static-flight-route,unknown', 'kayak_seo_splitxp': 'xp-year-in-title.xpv-no-year', 'insight-app-sec-validation': 'af188ca0-1818-47ab-bc00-80a6b93a47d0'}], 'breadcrumb': [{'url': 'Flights', 'title': 'Flights'}, {'url': 'Worldwide', 'title': 'Worldwide'}, {'url': 'Asia', 'title': 'Asia'}, {'url': 'Hong Kong', 'title': 'Hong Kong'}], 'cse_image': [{'src': 'https://content.r9cdn.net/rimg/dimg/d5/53/e28a14a6-ap-HKG-5519c319.jpg?crop=true&width=1440&height=900&xhint=2255&yhint=878'}]}",PySearch,10,1,utf8,utf8,off,012859022920491477448:pubdbfjmmec,us,0.489387,0.49,"182,000,000"
flights to hong kong,2,"$130 Flights to Hong Kong, China (HKG) - TripAdvisor","Book Cheap Flights to Hong Kong: Search and compare airfares on TripAdvisor 
to find the best flights for your trip to Hong Kong. Choose the best airline for you ...",www.tripadvisor.com,https://www.tripadvisor.com/Flights-g294217-Hong_Kong-Cheap_Discount_Airfares.html,2019-07-01 11:26:20.849235+00:00,182000000,5jsjhmxgxvkJ,https://www.tripadvisor.com/Flights-g294217-Hong_Kong-Cheap_Discount_ Airfares.html,https://www.tripadvisor.com/<b>Flights</b>-g294217-<b>Hong</b>_<b>Kong</b>-Cheap_Discount_ Airfares.html,"Book Cheap <b>Flights to Hong Kong</b>: Search and compare airfares on TripAdvisor <br>
to find the best flights for your trip to Hong Kong. Choose the best airline for you&nbsp;...","$130 <b>Flights to Hong Kong</b>, China (HKG) - TripAdvisor",customsearch#result,"{'cse_thumbnail': [{'width': '259', 'height': '194', 'src': 'https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcTFPfqt2KmCM_CtwPgwv2Xlh-2VG3vXMCckivdJ1dbRXv5ial8Bycdn3m2q'}], 'metatags': [{'theme-color': '#00a680', 'format-detection': 'telephone=no', 'og:title': '$130 Flights to Hong Kong, China (HKG) - TripAdvisor', 'og:description': 'Book Cheap Flights to Hong Kong: Search and compare airfares on TripAdvisor to find the best flights for your trip to Hong Kong. Choose the best airline for you by reading reviews and viewing hundreds of ticket rates for flights going to and from your destination.', 'og:image': 'https://media-cdn.tripadvisor.com/media/photo-s/01/31/34/10/tsim-sha-tsui-waterfront.jpg', 'og:image:width': '550', 'og:image:height': '412', 'og:type': 'website', 'og:url': 'http://www.tripadvisor.com/Flights-g294217-Hong_Kong-Cheap_Discount_Airfares.html', 'og:site_name': 'TripAdvisor', 'fb:admins': '100000982334629', 'fb:app_id': '162729813767876', 'twitter:image': 'https://static.tacdn.com/img2/branding/rebrand/TA_brand_logo_square.png', 'fb:pages': '5863091683', 'viewport': 'width=device-width, initial-scale=1.0, user-scalable=no', 'apple-itunes-app': 'app-id=284876795'}], 'cse_image': [{'src': 'https://media-cdn.tripadvisor.com/media/photo-s/01/31/34/10/tsim-sha-tsui-waterfront.jpg'}]}",PySearch,10,1,utf8,utf8,off,012859022920491477448:pubdbfjmmec,us,0.489387,0.49,"182,000,000"
flights to hong kong,3,Flights to Hong Kong (HKG) | Cathay Pacific,"Find & book great deals on Hong Kong (HKG) Flights. Fly to Hong Kong with 
Cathay Pacific and experience award-winning service.",www.cathaypacific.com,https://www.cathaypacific.com/destinations/en_US/flights-to-hong-kong,2019-07-01 11:26:20.849235+00:00,182000000,UEdjkoYlsQsJ,https://www.cathaypacific.com/destinations/en.../flights-to-hong-kong,https://www.cathaypacific.com/destinations/en.../<b>flights-to-hong</b>-<b>kong</b>,"Find &amp; book great deals on <b>Hong Kong</b> (HKG) <b>Flights</b>. Fly to <b>Hong Kong</b> with <br>
Cathay Pacific and experience award-winning service.",<b>Flights to Hong Kong</b> (HKG) | Cathay Pacific,customsearch#result,"{'cse_thumbnail': [{'width': '318', 'height': '159', 'src': 'https://encrypted-tbn3.gstatic.com/images?q=tbn:ANd9GcR8AOJvJmJMQ7vhvEVmOd3_x5XMPfKbA7IZzf_VTq2dEa8heBITRbob0dpD'}], 'metatags': [{'twitter:card': 'summary_large_image', 'og:title': 'Flights to Hong Kong (HKG) | Cathay Pacific', 'twitter:title': 'Flights to Hong Kong (HKG) | Cathay Pacific', 'og:image': 'https://www.cathaypacific.com/dam/focal-point/cx/city-offer-thumbnail/HKG.jpg/jcr:content/renditions/', 'twitter:image': 'https://www.cathaypacific.com/dam/focal-point/cx/city-offer-thumbnail/HKG.jpg/jcr:content/renditions/', 'og:description': 'Find & book great deals on Hong Kong (HKG) Flights. Fly to Hong Kong with Cathay Pacific and experience award-winning service', 'twitter:description': 'Find & book great deals on Hong Kong (HKG) Flights. Fly to Hong Kong with Cathay Pacific and experience award-winning service', 'viewport': 'width=device-width, initial-scale=1, user-scalable=0'}], 'listitem': [{'position': '1'}, {'position': '2'}, {'position': '3'}, {'name': 'To Hong Kong', 'position': '4'}], 'webpage': [{'primaryimageofpage': 'https://www.cathaypacific.com/dam/focal-point/cx/city-offer-thumbnail/HKG.jpg/jcr:content/renditions/cq5dam.rendition.900.450.jpg'}], 'cse_image': [{'src': 'https://www.cathaypacific.com/dam/focal-point/cx/city-offer-thumbnail/HKG.jpg/jcr:content/renditions/cq5dam.rendition.900.450.jpg'}], 'thing': [{'name': 'Home'}, {'name': 'Cathay Pacific Flights'}, {'name': 'To Hong Kong SAR'}]}",PySearch,10,1,utf8,utf8,off,012859022920491477448:pubdbfjmmec,us,0.489387,0.49,"182,000,000"
flights to hong kong,4,"Cheap Flights to Hong Kong SAR, Asia (HKG Airport) $148 in 2019 ...","Book a flight & unlock up to 42% off select hotels. Terms apply. Travel the world 
better. Flights to Hong Kong SAR from airlines such as American Airlines, Delta, ...",www.expedia.com,https://www.expedia.com/Cheap-Flights-To-Hong-Kong-SAR.d178263.Travel-Guide-Flights,2019-07-01 11:26:20.849235+00:00,182000000,iEmRbX0P8CAJ,https://www.expedia.com/Cheap-Flights-To-Hong-Kong-SAR.d178263. Travel-Guide-Flights,https://www.expedia.com/Cheap-<b>Flights-To-Hong</b>-<b>Kong</b>-SAR.d178263. Travel-Guide-<b>Flights</b>,"Book a flight &amp; unlock up to 42% off select hotels. Terms apply. Travel the world <br>
better. <b>Flights to Hong Kong</b> SAR from airlines such as American Airlines, Delta,&nbsp;...","Cheap <b>Flights to Hong Kong</b> SAR, Asia (HKG Airport) $148 in 2019 ...",customsearch#result,"{'metatags': [{'oip.set': 'false', 'oip.yes': 'false', 'oip.no': 'false', 'oip.cantrack': 'true', 'viewport': 'width=device-width, initial-scale=1.0', 'data-fm-seo': '17345462', 'ewe:page-epoch': '1561908353854', 'ewe:page': 'FLEX', 'flex:page-type': 'FLIGHT_DESTINATIONS', 'flex:template-id': '1-en_US-Travel-Guide-Flights', 'flex:template-fm-id': '1091', 'flex:template-version': '74', 'essclientid': 'flex.flight.Flight-Destinations', 'og:title': 'Cheap Flights to Hong Kong SAR, Asia (HKG Airport) $148 in 2019 | Expedia', 'og:type': 'website', 'og:description': 'Book a flight & unlock up to 42% off select hotels. Terms apply. Travel the world better. Flights to Hong Kong SAR from airlines such as American Airlines, Delta, United, JetBlue, Frontier, and more. Book your flight + hotel to save up to 100% on your flight.', 'og:locale': 'en_US', 'og:site_name': 'Expedia.com', 'og:url': 'https://www.expedia.com/Cheap-Flights-To-Hong-Kong-SAR.d178263.Travel-Guide-Flights'}], 'listitem': [{'item': 'Expedia.com', 'name': 'Expedia.com', 'url': '/', 'position': '1'}, {'item': 'Flights', 'name': 'Flights', 'url': '/Flights', 'position': '2'}, {'url': 'http://www.expedia.com/Cheap-Flights-To-Hong-Kong-SAR.d178263.Travel-Guide-Flights'}]}",PySearch,10,1,utf8,utf8,off,012859022920491477448:pubdbfjmmec,us,0.489387,0.49,"182,000,000"
flights to hong kong,5,$423 Cheap Flights to Hong Kong International in 2019 | Skyscanner,"Find cheap flights to Hong Kong International (HKG) in 2019 using Skyscanner's 
flight comparison tool. We compare all major airlines and travel agents for ...",www.skyscanner.com,https://www.skyscanner.com/flights-to/hkg/cheap-flights-to-hong-kong-international-airport.html,2019-07-01 11:26:20.849235+00:00,182000000,EI78TI4Q1qYJ,https://www.skyscanner.com/flights-to/hkg/cheap-flights-to-hong-kong- international-airport.html,https://www.skyscanner.com/<b>flights-to/hk</b>g/cheap-<b>flights-to-hong</b>-<b>kong</b>- international-airport.html,"Find cheap <b>flights to Hong Kong</b> International (HKG) in 2019 using Skyscanner&#39;s <br>
flight comparison tool. We compare all major airlines and travel agents for&nbsp;...",$423 Cheap <b>Flights to Hong Kong</b> International in 2019 | Skyscanner,customsearch#result,"{'metatags': [{'viewport': 'width=device-width, initial-scale = 1.0, maximum-scale=1.0, user-scalable=no', 'theme-color': '#008ca8', 'msapplication-tilecolor': '#21c4d9', 'skype_toolbar': 'SKYPE_TOOLBAR_PARSER_COMPATIBLE', 'y_key': '3ccd97fca3bc5b05', 'msapplication-id': 'App', 'msapplication-packagefamilyname': 'Skyscanner.Skyscanner_623c9he0pwcym', 'msapplication-minversion': '1.2.0.0'}]}",PySearch,10,1,utf8,utf8,off,012859022920491477448:pubdbfjmmec,us,0.489387,0.49,"182,000,000"
flights to hong kong,6,Cheap Flights to Hong Kong - Search Deals on Airfare to Hong ...,"Looking for cheap flights to Hong Kong from your destination? Search for airfare 
and flight ticket deals at cheapflights.com and book your next flight today.",www.cheapflights.com,https://www.cheapflights.com/flights-to-hong-kong/,2019-07-01 11:26:20.849235+00:00,182000000,INTDzvyAb2IJ,https://www.cheapflights.com/flights-to-hong-kong/,https://www.cheap<b>flights</b>.com/<b>flights-to-hong</b>-<b>kong</b>/,"Looking for cheap <b>flights to Hong Kong</b> from your destination? Search for airfare <br>
and flight ticket deals at cheapflights.com and book your next flight today.",Cheap <b>Flights to Hong Kong</b> - Search Deals on Airfare to Hong ...,customsearch#result,"{'cse_thumbnail': [{'width': '310', 'height': '163', 'src': 'https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcTrnZaIxdGLxEJ5BzSQQJkQVHqPw20iUWamDtHzCekPCmSfYEO28XT48Zw9'}], 'metatags': [{'viewport': 'width=device-width, initial-scale=1', 'format-detection': 'telephone=no', 'cfcms-destination-code': 'HK', 'r9-version': 'R471c', 'r9-built': '20190627.034048', 'r9-rendered': '20190627.073411.EDT', 'og:image': 'https://www.cheapflights.com/rimg/provider-logos/common/socialmedia/cheapflights-logo.png?width=1200&height=630&crop=false', 'og:image:width': '1200', 'og:image:height': '630', 'og:title': 'Cheap Flights to Hong Kong - Search Deals on Airfare to Hong Kong from Cheapflights.com', 'og:type': 'website', 'og:description': 'Looking for cheap flights to Hong Kong from your destination? Search for airfare and flight ticket deals at cheapflights.com and book your next flight today.', 'og:url': 'https://www.cheapflights.com/flights-to-hong-kong/', 'og:site_name': 'Cheapflights', 'fb:pages': '90811893045', 'twitter:card': 'summary_large_image', 'twitter:site': '@Cheapflights', 'twitter:creator': '@Cheapflights', 'twitter:title': 'Cheap Flights to Hong Kong - Search Deals on Airfare to Hong Kong from Cheapflights.com', 'twitter:description': 'Looking for cheap flights to Hong Kong from your destination? Search for airfare and flight ticket deals at cheapflights.com and book your next flight today.', 'twitter:image:src': 'https://www.cheapflights.com/rimg/provider-logos/common/socialmedia/cheapflights-logo.png?width=440&height=220&crop=false', 'kayak_page': 'flight,static-flight-route,destination', 'kayak_seo_splitxp': 'xp-expanded-meta-description.xpv-control-group'}], 'breadcrumb': [{'url': 'Home', 'title': 'Home'}, {'url': 'Flights', 'title': 'Flights'}, {'url': 'Asia', 'title': 'Asia'}], 'cse_image': [{'src': 'https://www.cheapflights.com/rimg/provider-logos/common/socialmedia/cheapflights-logo.png?width=1200&height=630&crop=false'}]}",PySearch,10,1,utf8,utf8,off,012859022920491477448:pubdbfjmmec,us,0.489387,0.49,"182,000,000"
flights to hong kong,7,"Passenger Arrivals, Flights - Hong Kong International Airport",Real-time information of arrival flights at Hong Kong International Airport.,www.hongkongairport.com,https://www.hongkongairport.com/en/flights/arrivals/passenger.page,2019-07-01 11:26:20.849235+00:00,182000000,dHRWOA7CXpcJ,https://www.hongkongairport.com/en/flights/arrivals/passenger.page,https://www.<b>hongkong</b>airport.com/en/<b>flights</b>/arrivals/passenger.page,Real-time information of arrival <b>flights</b> at <b>Hong Kong</b> International Airport.,"Passenger Arrivals, <b>Flights</b> - <b>Hong Kong</b> International Airport",customsearch#result,"{'cse_thumbnail': [{'width': '310', 'height': '163', 'src': 'https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSAuoi9LIzAuCXiAB2irE1FVSPey2fAX_GZ440P9cDOYtiGT9PlsLgJyOee'}], 'metatags': [{'viewport': 'width=device-width, initial-scale=1.0, maximum-scale=1.0', 'og:description': 'Real-time information of arrival flights at Hong Kong International Airport', 'og:title': 'Passenger Arrivals, Flights - Hong Kong International Airport', 'page-locale': 'en_US', 'category': 'flights', 'og:site_name': 'Hong Kong International Airport', 'og:type': 'website', 'og:locale': 'en_US', 'og:url': 'http://www.hongkongairport.com/en/flights/arrivals/passenger.page', 'og:image': 'http://www.hongkongairport.com/iwov-resources/image/og_share.png'}], 'cse_image': [{'src': 'http://www.hongkongairport.com/iwov-resources/image/og_share.png'}]}",PySearch,10,1,utf8,utf8,off,012859022920491477448:pubdbfjmmec,us,0.489387,0.49,"182,000,000"
flights to hong kong,8,Cheap Flights to Hong Kong,"Book cheap International flights to Hong Kong at MakeMyTrip India. Best airfares 
deals on Hong Kong airlines tickets. Online booking of cheap Hong Kong flight ...",www.makemytrip.com,https://www.makemytrip.com/international-flights/hong_kong-flight-tickets.html,2019-07-01 11:26:20.849235+00:00,182000000,W6rUWd5B55IJ,https://www.makemytrip.com/...flights/hong_kong-flight-tickets.html,https://www.makemytrip.com/...<b>flights</b>/<b>hong</b>_<b>kong</b>-<b>flight</b>-tickets.html,"Book cheap International <b>flights to Hong Kong</b> at MakeMyTrip India. Best airfares <br>
deals on Hong Kong airlines tickets. Online booking of cheap Hong Kong flight&nbsp;...",Cheap <b>Flights to Hong Kong</b>,customsearch#result,"{'metatags': [{'mobileoptimized': 'width', 'handheldfriendly': 'true', 'viewport': 'width=device-width, initial-scale=1.0, maximum-scale=1.0, user-scalable=no'}]}",PySearch,10,1,utf8,utf8,off,012859022920491477448:pubdbfjmmec,us,0.489387,0.49,"182,000,000"
flights to hong kong,9,"$349+ Cheap Flights to Hong Kong, HKG Flights - OneTravel","Cheap flights to Hong Kong (HKG) up for grab on OneTravel! Now avail cheap 
airfares and airline tickets to Hong Kong, at discounted rates. Savor major ...",www.onetravel.com,https://www.onetravel.com/cheap-flights/hong-kong-hkg-hong-kong-deals,2019-07-01 11:26:20.849235+00:00,182000000,Ger-cXsOAmYJ,https://www.onetravel.com/...flights/hong-kong-hkg-hong-kong-deals,https://www.onetravel.com/...<b>flights</b>/<b>hong</b>-<b>kong</b>-hkg-<b>hong</b>-<b>kong</b>-deals,"Cheap <b>flights to Hong Kong</b> (HKG) up for grab on OneTravel! Now avail cheap <br>
airfares and airline tickets to Hong Kong, at discounted rates. Savor major&nbsp;...","$349+ Cheap <b>Flights to Hong Kong</b>, HKG Flights - OneTravel",customsearch#result,"{'metatags': [{'copyright': 'Copyright 2019 by OneTravel.com', 'author': 'GCMS-OT-Live', 'resource-type': 'DOCUMENT', 'distribution': 'GLOBAL', 'rating': 'GENERAL', 'format-detection': 'telephone=no', 'viewport': 'width=device-width, initial-scale=1.0'}], 'breadcrumb': [{'url': 'OneTravel', 'title': 'OneTravel'}, {'url': 'Asia', 'title': 'Asia'}, {'url': 'Hong Kong', 'title': 'Hong Kong'}]}",PySearch,10,1,utf8,utf8,off,012859022920491477448:pubdbfjmmec,us,0.489387,0.49,"182,000,000"
flights to hong kong,10,$148 + Flights to Hong Kong SAR (HKG) on Orbitz.com,"Flights to Hong Kong SAR (HKG): Search on Orbitz for cheap Hong Kong SAR 
flights, airlines, and airfares to Hong Kong SAR.",www.orbitz.com,https://www.orbitz.com/Cheap-Flights-To-Hong-Kong-SAR.d178263.Travel-Guide-Flights,2019-07-01 11:26:20.849235+00:00,182000000,b46GCa9COrMJ,https://www.orbitz.com/Cheap-Flights-To-Hong-Kong-SAR.d178263.Travel- Guide-Flights,https://www.orbitz.com/Cheap-<b>Flights-To-Hong</b>-<b>Kong</b>-SAR.d178263.Travel- Guide-<b>Flights</b>,"<b>Flights to Hong Kong</b> SAR (HKG): Search on Orbitz for cheap Hong Kong SAR <br>
flights, airlines, and airfares to Hong Kong SAR.",$148 + <b>Flights to Hong Kong</b> SAR (HKG) on Orbitz.com,customsearch#result,"{'cse_thumbnail': [{'width': '300', 'height': '168', 'src': 'https://encrypted-tbn2.gstatic.com/images?q=tbn:ANd9GcSO6mvxMSIZye1_BCfkIicZYuoJoOxh-cu-B046nWodPl8g0OXhsGGUEWE'}], 'metatags': [{'oip.set': 'false', 'oip.yes': 'false', 'oip.no': 'false', 'oip.cantrack': 'true', 'viewport': 'width=device-width, initial-scale=1.0', 'ewe:page-epoch': '1561967706167', 'ewe:page': 'FLEX', 'flex:page-type': 'FLIGHT_DESTINATIONS', 'flex:template-id': '70201-en_US-ORB-EN-FTG-Mobile', 'flex:template-fm-id': '6446', 'flex:template-version': '3', 'essclientid': 'flex.flight.Flight-Destinations', 'og:title': '$148 + Flights to Hong Kong SAR (HKG) on Orbitz.com', 'og:type': 'website', 'og:description': 'Flights to Hong Kong SAR (HKG): Search on Orbitz for cheap Hong Kong SAR flights, airlines, and airfares to Hong Kong SAR', 'og:locale': 'en_US', 'og:site_name': 'Orbitz.com', 'og:url': 'https://www.orbitz.com/Cheap-Flights-To-Hong-Kong-SAR.d178263.Travel-Guide-Flights', 'og:image': 'https://a.travel-assets.com/flex/flexmanager/images/2018/03/19/BG-Flights.jpg', 'og:image:type': 'image/jpeg'}], 'cse_image': [{'src': 'https://a.travel-assets.com/flex/flexmanager/images/2018/03/19/BG-Flights.jpg'}]}",PySearch,10,1,utf8,utf8,off,012859022920491477448:pubdbfjmmec,us,0.489387,0.49,"182,000,000"
